1,-77.16
2,-69.51
3,-81.03
4,-73.40
5,-83.43
6,-62.31
7,-74.42
8,-79.11
9,-75.96
10,-76.98
11,-83.82
12,-79.76
13,-76.46
14,-79.08
15,-77.58
16,-85.68
1,-77.49
2,-87.75
3,-80.19
4,-85.39
5,-79.91
6,-75.02
7,-79.86
8,-76.90
9,-76.66
10,-80.86
11,-74.91
12,-86.47
13,-90.95
14,-74.14
15,-72.47
16,-77.06
17,-68.74
18,-86.87
19,-73.60
20,-87.71
21,-91.97
22,-72.52
23,-80.06
24,-84.32
25,-85.10
26,-75.48
27,-68.29
28,-91.45
29,-82.50
30,-67.26
31,-81.96
32,-72.90
33,-65.37
34,-86.87
35,-83.31
36,-77.76
37,-80.54
38,-77.24
39,-83.84
40,-82.56
41,-82.02
42,-82.68
43,-75.01
44,-83.95
45,-76.17
46,-79.19
47,-69.17
48,-89.36
49,-84.70
50,-81.85
51,-88.76
52,-72.19
53,-80.05
54,-85.94
55,-71.33
56,-84.01
57,-82.66
58,-80.87
59,-83.08
60,-77.24
61,-91.26
62,-71.14
63,-67.28
64,-94.56
65,-86.36
66,-84.00
67,-83.92
68,-85.08
69,-79.24
70,-80.08
71,-77.38
72,-77.39
73,-81.66
74,-87.79
75,-84.31
76,-79.39
77,-79.98
78,-81.17
79,-82.68
80,-75.89
81,-85.01
82,-75.85
83,-88.78
84,-83.56
85,-67.66
86,-83.24
87,-77.02
88,-74.46
89,-75.39
90,-92.80
91,-82.61
92,-86.34
93,-72.91
94,-80.58
95,-76.92
96,-78.97
97,-85.47
98,-69.54
99,-86.43
100,-74.39
101,-81.14
102,-80.23
103,-86.32
104,-91.15
105,-82.14
106,-83.06
107,-63.19
108,-75.28
109,-89.96
110,-85.92
111,-88.68
112,-72.79
113,-77.67
114,-76.16
115,-71.16
116,-85.38
117,-71.65
118,-84.11
119,-76.77
120,-89.24
121,-79.44
122,-74.02
123,-69.90
124,-83.03
125,-81.86
126,-84.84
127,-86.67
128,-78.80
129,-77.07
130,-83.06
