0,-96.58513641357422
1,-105.77664184570312
2,-87.81531524658203
3,-107.74431610107422
4,-94.9073715209961
5,-103.57406616210938
6,-108.60313415527344
7,-88.95372009277344
8,-95.6135482788086
9,-89.02449035644531
10,-99.04679107666016
11,-90.24630737304688
12,-95.67916870117188
13,-91.28681945800781
14,-97.44043731689453
15,-104.38837432861328
16,-108.76856994628906
17,-99.60332489013672
18,-104.4180679321289
19,-103.5004653930664
20,-86.55055236816406
21,-87.80079650878906
22,-93.931640625
23,-95.2470932006836
24,-91.19147491455078
25,-109.33541107177734
26,-94.7392349243164
27,-92.34454345703125
28,-93.80311584472656
29,-94.15694427490234
30,-96.7111587524414
31,-100.79666900634766
32,-91.64976501464844
33,-98.88323974609375
34,-89.10871887207031
35,-105.5855712890625
36,-104.98397827148438
37,-107.29602813720703
38,-88.30718231201172
39,-99.40850830078125
40,-110.54509735107422
41,-106.35176849365234
42,-111.23587799072266
43,-94.20553588867188
44,-99.71919250488281
45,-99.46166229248047
46,-92.57984924316406
47,-98.728515625
48,-89.74803924560547
49,-95.05270385742188
50,-100.06536102294922
51,-95.97859954833984
52,-95.00983428955078
53,-80.50437927246094
54,-97.97867584228516
55,-102.2838363647461
56,-110.52806091308594
57,-94.82130432128906
58,-91.53531646728516
59,-110.57600402832031
60,-98.48167419433594
61,-86.7936782836914
62,-93.32451629638672
63,-90.55220031738281
64,-107.44185638427734
65,-95.96488952636719
66,-92.56388092041016
67,-93.7907485961914
68,-93.41547393798828
69,-110.27718353271484
70,-82.35153198242188
71,-97.5458984375
72,-98.99095916748047
73,-101.17212677001953
74,-103.36872100830078
75,-106.31388092041016
76,-96.76716613769531
77,-98.78775024414062
78,-92.64228820800781
79,-97.74134826660156
80,-108.57927703857422
81,-114.91221618652344
82,-96.03346252441406
83,-86.44911193847656
84,-103.1807632446289
85,-93.26390838623047
86,-84.41983032226562
87,-95.74552917480469
88,-92.1812744140625
89,-92.94578552246094
90,-107.18216705322266
91,-93.93963623046875
92,-96.81360626220703
93,-89.01876068115234
94,-100.28809356689453
95,-96.66030883789062
96,-90.27854919433594
97,-104.44058990478516
98,-106.32077026367188
99,-94.61615753173828
100,-88.70637512207031
101,-96.75314331054688
102,-92.67659759521484
103,-108.59273529052734
104,-87.8958511352539
105,-78.07279968261719
106,-93.25660705566406
107,-90.31302642822266
108,-99.69465637207031
109,-96.71795654296875
110,-93.05573272705078
111,-93.1751708984375
112,-81.64779663085938
113,-97.36371612548828
114,-104.65106201171875
115,-95.2374038696289
116,-83.11796569824219
117,-110.32341766357422
118,-91.6532211303711
119,-111.74661254882812
120,-98.79197692871094
121,-100.36700439453125
122,-95.89938354492188
123,-111.09955596923828
124,-83.34452056884766
125,-97.20024871826172
126,-86.94183349609375
127,-109.73905944824219
128,-90.38570404052734
129,-93.30609893798828
130,-92.1117172241211
131,-112.2701187133789
132,-98.0345230102539
133,-102.75435638427734
134,-99.54399108886719
135,-104.03782653808594
136,-94.75040435791016
137,-77.22955322265625
138,-104.47232055664062
139,-95.33795928955078
140,-102.22415924072266
141,-100.27494812011719
142,-105.7470474243164
143,-92.00547790527344
144,-105.25506591796875
145,-88.50956726074219
146,-98.39358520507812
147,-100.83908081054688
148,-90.17089080810547
149,-102.42872619628906
150,-102.73360443115234
151,-95.93241882324219
152,-103.08536529541016
153,-86.51549530029297
154,-94.9368667602539
155,-98.91338348388672
156,-94.13499450683594
157,-94.15962219238281
158,-93.21113586425781
159,-100.13488006591797
160,-85.16580963134766
161,-100.10204315185547
162,-95.55547332763672
163,-105.82198333740234
164,-85.28092193603516
165,-89.79962158203125
166,-98.74596405029297
167,-95.4482192993164
168,-96.5228271484375
169,-108.79527282714844
170,-100.14678192138672
171,-102.995849609375
172,-100.89395141601562
173,-99.1034927368164
174,-84.39143371582031
175,-87.5404052734375
176,-96.5325698852539
177,-102.47968292236328
178,-100.44756317138672
179,-99.15898132324219
180,-104.4806900024414
181,-87.73069763183594
182,-91.04122924804688
183,-109.3638687133789
184,-86.18347930908203
185,-109.914306640625
186,-95.1346206665039
187,-98.55974578857422
188,-94.276611328125
189,-99.93863677978516
190,-86.24956512451172
191,-93.78197479248047
192,-88.59516143798828
193,-103.07726287841797
194,-87.42744445800781
195,-88.1231918334961
196,-88.26544189453125
197,-101.02838897705078
198,-98.68952941894531
199,-89.95042419433594
200,-96.39036560058594
201,-89.0077896118164
202,-94.11289978027344
203,-104.2628402709961
204,-107.0408935546875
205,-100.63070678710938
206,-100.1735610961914
207,-97.542236328125
208,-94.72250366210938
209,-109.21182250976562
210,-107.14789581298828
211,-80.55958557128906
212,-97.5486831665039
213,-99.5501708984375
214,-102.08061218261719
215,-101.07068634033203
216,-105.37479400634766
217,-84.41542053222656
218,-97.67562103271484
219,-96.07759094238281
220,-102.59288787841797
221,-110.08493041992188
222,-96.66446685791016
223,-93.71001434326172
224,-102.82937622070312
225,-112.40371704101562
226,-104.80408477783203
227,-95.46642303466797
228,-98.25508117675781
229,-97.45770263671875
230,-99.88001251220703
231,-98.31676483154297
232,-98.66145324707031
233,-99.38045501708984
234,-91.69032287597656
235,-98.08592224121094
236,-99.24524688720703
237,-106.99304962158203
238,-89.76863098144531
239,-96.7947998046875
240,-89.18099212646484
241,-101.32561492919922
242,-94.52717590332031
243,-109.24576568603516
244,-100.45023345947266
245,-97.2496109008789
246,-96.19377899169922
247,-97.09455108642578
248,-92.68099975585938
249,-97.42755126953125
250,-105.48639678955078
251,-98.91720581054688
252,-93.20932006835938
253,-97.66985321044922
254,-91.89955139160156
255,-94.92265319824219
256,-95.4687271118164
257,-94.44793701171875
258,-98.42314910888672
259,-91.00118255615234
260,-94.04823303222656
261,-87.35838317871094
262,-106.05326080322266
263,-93.58158111572266
264,-102.70470428466797
265,-98.55738830566406
266,-104.2607650756836
267,-103.2921142578125
268,-97.94341278076172
269,-93.10198974609375
270,-96.29749298095703
271,-92.75187683105469
272,-102.85843658447266
273,-100.70511627197266
274,-97.55352783203125
275,-105.17489624023438
276,-82.51248168945312
277,-95.22193145751953
278,-96.03438568115234
279,-96.29232788085938
280,-89.36502075195312
281,-93.72159576416016
282,-90.73018646240234
283,-90.58185577392578
284,-86.3265380859375
285,-92.34049224853516
286,-104.43601989746094
287,-94.0316390991211
288,-95.13214874267578
289,-97.56929779052734
290,-96.58769989013672
291,-97.91510009765625
